,XGBoost_Forecast
2025-05-31 15:00:00,774.58655
2025-05-31 16:00:00,777.78937
2025-05-31 17:00:00,780.62335
2025-05-31 18:00:00,794.6033
2025-05-31 19:00:00,802.7832
2025-05-31 20:00:00,814.5294
2025-05-31 21:00:00,804.5398
2025-05-31 22:00:00,802.44885
2025-05-31 23:00:00,799.3292
2025-06-01 00:00:00,795.0641
2025-06-01 01:00:00,790.03406
2025-06-01 02:00:00,783.55255
2025-06-01 03:00:00,781.3107
2025-06-01 04:00:00,777.6381
2025-06-01 05:00:00,777.5043
2025-06-01 06:00:00,779.6223
2025-06-01 07:00:00,784.455
2025-06-01 08:00:00,786.3541
2025-06-01 09:00:00,786.1866
2025-06-01 10:00:00,785.10315
2025-06-01 11:00:00,784.9704
2025-06-01 12:00:00,783.7857
2025-06-01 13:00:00,783.7233
2025-06-01 14:00:00,783.7233
2025-06-01 15:00:00,783.7233
2025-06-01 16:00:00,786.7067
2025-06-01 17:00:00,789.5407
2025-06-01 18:00:00,798.73157
2025-06-01 19:00:00,806.9504
2025-06-01 20:00:00,813.384
2025-06-01 21:00:00,810.603
2025-06-01 22:00:00,808.52625
2025-06-01 23:00:00,805.638
2025-06-02 00:00:00,802.1216
2025-06-02 01:00:00,803.39014
2025-06-02 02:00:00,802.7644
2025-06-02 03:00:00,802.93207
2025-06-02 04:00:00,803.5619
2025-06-02 05:00:00,806.2222
2025-06-02 06:00:00,808.2433
2025-06-02 07:00:00,813.51263
2025-06-02 08:00:00,814.61865
2025-06-02 09:00:00,814.4511
2025-06-02 10:00:00,813.3677
2025-06-02 11:00:00,813.2349
2025-06-02 12:00:00,811.6668
2025-06-02 13:00:00,811.60443
2025-06-02 14:00:00,811.60443
2025-06-02 15:00:00,811.60443
2025-06-02 16:00:00,813.76196
2025-06-02 17:00:00,816.05383
2025-06-02 18:00:00,821.99817
2025-06-02 19:00:00,822.8453
2025-06-02 20:00:00,831.8106
2025-06-02 21:00:00,828.76263
2025-06-02 22:00:00,829.54144
2025-06-02 23:00:00,826.9454
2025-06-03 00:00:00,822.40137
2025-06-03 01:00:00,822.81055
2025-06-03 02:00:00,822.7115
2025-06-03 03:00:00,822.87915
2025-06-03 04:00:00,823.509
2025-06-03 05:00:00,826.3864
2025-06-03 06:00:00,828.3642
2025-06-03 07:00:00,835.44366
2025-06-03 08:00:00,837.7828
2025-06-03 09:00:00,841.1957
2025-06-03 10:00:00,840.1859
2025-06-03 11:00:00,840.05316
2025-06-03 12:00:00,838.4822
2025-06-03 13:00:00,838.29395
2025-06-03 14:00:00,838.04816
2025-06-03 15:00:00,838.04816
2025-06-03 16:00:00,839.04425
2025-06-03 17:00:00,842.0065
2025-06-03 18:00:00,846.7643
2025-06-03 19:00:00,850.23303
2025-06-03 20:00:00,854.92096
2025-06-03 21:00:00,852.322
2025-06-03 22:00:00,852.9486
2025-06-03 23:00:00,851.0997
2025-06-04 00:00:00,847.6978
2025-06-04 01:00:00,846.8713
2025-06-04 02:00:00,842.0843
2025-06-04 03:00:00,837.469
2025-06-04 04:00:00,834.8061
2025-06-04 05:00:00,837.28107
2025-06-04 06:00:00,839.25885
2025-06-04 07:00:00,843.2853
2025-06-04 08:00:00,846.14014
2025-06-04 09:00:00,846.0656
2025-06-04 10:00:00,845.05585
2025-06-04 11:00:00,844.9231
2025-06-04 12:00:00,843.5671
2025-06-04 13:00:00,843.37885
2025-06-04 14:00:00,843.37885
2025-06-04 15:00:00,843.37885
2025-06-04 16:00:00,844.37494
2025-06-04 17:00:00,847.33716
2025-06-04 18:00:00,856.7829
2025-06-04 19:00:00,860.2807
2025-06-04 20:00:00,864.2181
2025-06-04 21:00:00,861.2531
2025-06-04 22:00:00,861.5182
2025-06-04 23:00:00,859.5459
2025-06-05 00:00:00,857.5969
2025-06-05 01:00:00,856.7704
2025-06-05 02:00:00,852.6558
2025-06-05 03:00:00,852.27576
2025-06-05 04:00:00,853.43304
2025-06-05 05:00:00,855.78687
2025-06-05 06:00:00,858.3124
2025-06-05 07:00:00,862.31915
2025-06-05 08:00:00,864.28265
2025-06-05 09:00:00,863.87537
2025-06-05 10:00:00,862.8656
2025-06-05 11:00:00,862.8656
2025-06-05 12:00:00,861.2946
2025-06-05 13:00:00,861.1064
2025-06-05 14:00:00,861.1064
2025-06-05 15:00:00,861.1064
2025-06-05 16:00:00,862.1025
2025-06-05 17:00:00,865.0647
2025-06-05 18:00:00,868.8474
2025-06-05 19:00:00,871.48804
2025-06-05 20:00:00,877.85004
2025-06-05 21:00:00,874.14343
2025-06-05 22:00:00,871.9765
2025-06-05 23:00:00,870.0042
2025-06-06 00:00:00,865.2284
2025-06-06 01:00:00,860.447
2025-06-06 02:00:00,856.6303
2025-06-06 03:00:00,852.7825
2025-06-06 04:00:00,853.93976
2025-06-06 05:00:00,856.1196
2025-06-06 06:00:00,858.0974
2025-06-06 07:00:00,862.31915
2025-06-06 08:00:00,864.28265
2025-06-06 09:00:00,863.87537
2025-06-06 10:00:00,862.8656
2025-06-06 11:00:00,862.8656
2025-06-06 12:00:00,861.2946
2025-06-06 13:00:00,861.1064
2025-06-06 14:00:00,861.1064
2025-06-06 15:00:00,861.1064
2025-06-06 16:00:00,862.1025
2025-06-06 17:00:00,865.0647
2025-06-06 18:00:00,868.94354
2025-06-06 19:00:00,871.8597
2025-06-06 20:00:00,878.2217
2025-06-06 21:00:00,874.202
2025-06-06 22:00:00,872.0351
2025-06-06 23:00:00,870.0628
2025-06-07 00:00:00,865.2284
2025-06-07 01:00:00,860.447
2025-06-07 02:00:00,856.6303
2025-06-07 03:00:00,852.7825
2025-06-07 04:00:00,853.93976
2025-06-07 05:00:00,856.1196
2025-06-07 06:00:00,858.0974
2025-06-07 07:00:00,862.31915
2025-06-07 08:00:00,864.28265
2025-06-07 09:00:00,863.87537
2025-06-07 10:00:00,862.8656
2025-06-07 11:00:00,862.8656
2025-06-07 12:00:00,861.2946
2025-06-07 13:00:00,861.1064
2025-06-07 14:00:00,861.1064
2025-06-07 15:00:00,861.1064
2025-06-07 16:00:00,862.1025
2025-06-07 17:00:00,865.0647
2025-06-07 18:00:00,868.94354
2025-06-07 19:00:00,871.8597
2025-06-07 20:00:00,878.2217
2025-06-07 21:00:00,874.202
2025-06-07 22:00:00,872.0351
2025-06-07 23:00:00,870.0628
2025-06-08 00:00:00,865.2284
2025-06-08 01:00:00,860.447
2025-06-08 02:00:00,856.6303
2025-06-08 03:00:00,852.7825
2025-06-08 04:00:00,853.93976
2025-06-08 05:00:00,856.1196
2025-06-08 06:00:00,858.0974
2025-06-08 07:00:00,862.31915
2025-06-08 08:00:00,864.28265
2025-06-08 09:00:00,863.87537
2025-06-08 10:00:00,862.8656
2025-06-08 11:00:00,862.8656
2025-06-08 12:00:00,861.2946
2025-06-08 13:00:00,861.1064
2025-06-08 14:00:00,861.1064
2025-06-08 15:00:00,861.1064
2025-06-08 16:00:00,862.1025
2025-06-08 17:00:00,865.0647
2025-06-08 18:00:00,868.94354
2025-06-08 19:00:00,871.8597
2025-06-08 20:00:00,878.2217
2025-06-08 21:00:00,874.202
2025-06-08 22:00:00,872.0351
2025-06-08 23:00:00,870.0628
2025-06-09 00:00:00,865.2284
2025-06-09 01:00:00,860.447
2025-06-09 02:00:00,856.6303
2025-06-09 03:00:00,852.7825
2025-06-09 04:00:00,853.93976
2025-06-09 05:00:00,856.1196
2025-06-09 06:00:00,858.0974
2025-06-09 07:00:00,862.31915
2025-06-09 08:00:00,864.28265
2025-06-09 09:00:00,863.87537
2025-06-09 10:00:00,862.8656
2025-06-09 11:00:00,862.8656
2025-06-09 12:00:00,861.2946
2025-06-09 13:00:00,861.1064
2025-06-09 14:00:00,861.1064
2025-06-09 15:00:00,861.1064
2025-06-09 16:00:00,862.1025
2025-06-09 17:00:00,865.0647
2025-06-09 18:00:00,868.94354
2025-06-09 19:00:00,871.8597
2025-06-09 20:00:00,878.2217
2025-06-09 21:00:00,874.202
2025-06-09 22:00:00,872.0351
2025-06-09 23:00:00,870.0628
2025-06-10 00:00:00,865.2284
2025-06-10 01:00:00,860.447
2025-06-10 02:00:00,856.6303
2025-06-10 03:00:00,852.7825
2025-06-10 04:00:00,853.93976
2025-06-10 05:00:00,856.1196
2025-06-10 06:00:00,858.0974
2025-06-10 07:00:00,862.31915
2025-06-10 08:00:00,864.28265
2025-06-10 09:00:00,863.87537
2025-06-10 10:00:00,862.8656
2025-06-10 11:00:00,862.8656
2025-06-10 12:00:00,861.2946
2025-06-10 13:00:00,861.1064
2025-06-10 14:00:00,861.1064
2025-06-10 15:00:00,861.1064
2025-06-10 16:00:00,862.1025
2025-06-10 17:00:00,865.0647
2025-06-10 18:00:00,868.94354
2025-06-10 19:00:00,871.8597
2025-06-10 20:00:00,878.2217
2025-06-10 21:00:00,874.202
2025-06-10 22:00:00,872.0351
2025-06-10 23:00:00,870.0628
2025-06-11 00:00:00,865.2284
2025-06-11 01:00:00,860.447
2025-06-11 02:00:00,856.6303
2025-06-11 03:00:00,852.7825
2025-06-11 04:00:00,853.93976
2025-06-11 05:00:00,856.1196
2025-06-11 06:00:00,858.0974
2025-06-11 07:00:00,862.31915
2025-06-11 08:00:00,864.28265
2025-06-11 09:00:00,863.87537
2025-06-11 10:00:00,862.8656
2025-06-11 11:00:00,862.8656
2025-06-11 12:00:00,861.2946
2025-06-11 13:00:00,861.1064
2025-06-11 14:00:00,861.1064
2025-06-11 15:00:00,861.1064
2025-06-11 16:00:00,862.1025
2025-06-11 17:00:00,865.0647
2025-06-11 18:00:00,868.94354
2025-06-11 19:00:00,871.8597
2025-06-11 20:00:00,878.2217
2025-06-11 21:00:00,874.4334
2025-06-11 22:00:00,872.2665
2025-06-11 23:00:00,870.0628
2025-06-12 00:00:00,865.2284
2025-06-12 01:00:00,860.447
2025-06-12 02:00:00,856.6303
2025-06-12 03:00:00,852.7825
2025-06-12 04:00:00,853.93976
2025-06-12 05:00:00,856.1196
2025-06-12 06:00:00,858.0974
2025-06-12 07:00:00,862.31915
2025-06-12 08:00:00,864.28265
2025-06-12 09:00:00,863.87537
2025-06-12 10:00:00,862.8656
2025-06-12 11:00:00,862.8656
2025-06-12 12:00:00,861.2946
2025-06-12 13:00:00,861.1064
2025-06-12 14:00:00,861.1064
2025-06-12 15:00:00,861.1064
2025-06-12 16:00:00,862.1025
2025-06-12 17:00:00,865.0647
2025-06-12 18:00:00,868.94354
2025-06-12 19:00:00,871.8597
2025-06-12 20:00:00,878.2217
2025-06-12 21:00:00,874.4334
2025-06-12 22:00:00,872.2665
2025-06-12 23:00:00,870.0628
2025-06-13 00:00:00,865.2284
2025-06-13 01:00:00,860.447
2025-06-13 02:00:00,856.6303
2025-06-13 03:00:00,852.7825
2025-06-13 04:00:00,853.93976
2025-06-13 05:00:00,856.1196
2025-06-13 06:00:00,858.0974
2025-06-13 07:00:00,862.31915
2025-06-13 08:00:00,864.28265
2025-06-13 09:00:00,863.87537
2025-06-13 10:00:00,862.8656
2025-06-13 11:00:00,862.8656
2025-06-13 12:00:00,861.2946
2025-06-13 13:00:00,861.1064
2025-06-13 14:00:00,861.1064
2025-06-13 15:00:00,861.1064
2025-06-13 16:00:00,862.1025
2025-06-13 17:00:00,865.0647
2025-06-13 18:00:00,868.94354
2025-06-13 19:00:00,871.8597
2025-06-13 20:00:00,878.2217
2025-06-13 21:00:00,874.4334
2025-06-13 22:00:00,872.2665
2025-06-13 23:00:00,870.0628
2025-06-14 00:00:00,865.2284
2025-06-14 01:00:00,860.447
2025-06-14 02:00:00,856.6303
2025-06-14 03:00:00,852.7825
2025-06-14 04:00:00,853.93976
2025-06-14 05:00:00,856.1196
2025-06-14 06:00:00,858.0974
2025-06-14 07:00:00,862.31915
2025-06-14 08:00:00,864.28265
2025-06-14 09:00:00,863.87537
2025-06-14 10:00:00,862.8656
2025-06-14 11:00:00,862.8656
2025-06-14 12:00:00,861.2946
2025-06-14 13:00:00,861.1064
2025-06-14 14:00:00,861.1064
2025-06-14 15:00:00,861.1064
2025-06-14 16:00:00,862.1025
2025-06-14 17:00:00,865.0647
2025-06-14 18:00:00,868.94354
2025-06-14 19:00:00,871.8597
2025-06-14 20:00:00,878.2217
2025-06-14 21:00:00,874.4334
2025-06-14 22:00:00,872.2665
2025-06-14 23:00:00,870.0628
2025-06-15 00:00:00,865.2284
2025-06-15 01:00:00,860.447
2025-06-15 02:00:00,856.6303
2025-06-15 03:00:00,852.7825
2025-06-15 04:00:00,853.93976
2025-06-15 05:00:00,856.1196
2025-06-15 06:00:00,858.0974
2025-06-15 07:00:00,862.31915
2025-06-15 08:00:00,864.28265
2025-06-15 09:00:00,863.87537
2025-06-15 10:00:00,862.8656
2025-06-15 11:00:00,862.8656
2025-06-15 12:00:00,861.2946
2025-06-15 13:00:00,861.1064
2025-06-15 14:00:00,861.1064
2025-06-15 15:00:00,861.1064
2025-06-15 16:00:00,862.1025
2025-06-15 17:00:00,865.0647
2025-06-15 18:00:00,868.94354
2025-06-15 19:00:00,871.8597
2025-06-15 20:00:00,878.2217
2025-06-15 21:00:00,874.4334
2025-06-15 22:00:00,872.2665
2025-06-15 23:00:00,870.0628
2025-06-16 00:00:00,865.2284
2025-06-16 01:00:00,860.447
2025-06-16 02:00:00,856.6303
2025-06-16 03:00:00,852.7825
2025-06-16 04:00:00,853.93976
2025-06-16 05:00:00,856.1196
2025-06-16 06:00:00,858.0974
2025-06-16 07:00:00,862.31915
2025-06-16 08:00:00,864.28265
2025-06-16 09:00:00,863.87537
2025-06-16 10:00:00,862.8656
2025-06-16 11:00:00,862.8656
2025-06-16 12:00:00,861.2946
2025-06-16 13:00:00,861.1064
2025-06-16 14:00:00,861.1064
2025-06-16 15:00:00,861.1064
2025-06-16 16:00:00,862.1025
2025-06-16 17:00:00,865.0647
2025-06-16 18:00:00,868.94354
2025-06-16 19:00:00,871.8597
2025-06-16 20:00:00,878.2217
2025-06-16 21:00:00,874.4334
2025-06-16 22:00:00,872.2665
2025-06-16 23:00:00,870.0628
2025-06-17 00:00:00,865.2284
2025-06-17 01:00:00,860.447
2025-06-17 02:00:00,856.6303
2025-06-17 03:00:00,852.7825
2025-06-17 04:00:00,853.93976
2025-06-17 05:00:00,856.1196
2025-06-17 06:00:00,858.0974
2025-06-17 07:00:00,862.31915
2025-06-17 08:00:00,864.28265
2025-06-17 09:00:00,863.87537
2025-06-17 10:00:00,862.8656
2025-06-17 11:00:00,862.8656
2025-06-17 12:00:00,861.2946
2025-06-17 13:00:00,861.1064
2025-06-17 14:00:00,861.1064
2025-06-17 15:00:00,861.1064
2025-06-17 16:00:00,862.1025
2025-06-17 17:00:00,865.0647
2025-06-17 18:00:00,868.94354
2025-06-17 19:00:00,871.8597
2025-06-17 20:00:00,878.2217
2025-06-17 21:00:00,874.4334
2025-06-17 22:00:00,872.2665
2025-06-17 23:00:00,870.0628
2025-06-18 00:00:00,865.2284
2025-06-18 01:00:00,860.447
2025-06-18 02:00:00,856.6303
2025-06-18 03:00:00,852.7825
2025-06-18 04:00:00,853.93976
2025-06-18 05:00:00,856.1196
2025-06-18 06:00:00,858.0974
2025-06-18 07:00:00,862.31915
2025-06-18 08:00:00,864.28265
2025-06-18 09:00:00,863.87537
2025-06-18 10:00:00,862.8656
2025-06-18 11:00:00,862.8656
2025-06-18 12:00:00,861.2946
2025-06-18 13:00:00,861.1064
2025-06-18 14:00:00,861.1064
2025-06-18 15:00:00,861.1064
2025-06-18 16:00:00,862.1025
2025-06-18 17:00:00,865.0647
2025-06-18 18:00:00,868.94354
2025-06-18 19:00:00,871.8597
2025-06-18 20:00:00,878.2217
2025-06-18 21:00:00,874.4334
2025-06-18 22:00:00,872.2665
2025-06-18 23:00:00,870.0628
2025-06-19 00:00:00,865.2284
2025-06-19 01:00:00,860.447
2025-06-19 02:00:00,856.6303
2025-06-19 03:00:00,852.7825
2025-06-19 04:00:00,853.93976
2025-06-19 05:00:00,856.1196
2025-06-19 06:00:00,858.0974
2025-06-19 07:00:00,862.31915
2025-06-19 08:00:00,864.28265
2025-06-19 09:00:00,863.87537
2025-06-19 10:00:00,862.8656
2025-06-19 11:00:00,862.8656
2025-06-19 12:00:00,861.2946
2025-06-19 13:00:00,861.1064
2025-06-19 14:00:00,861.1064
2025-06-19 15:00:00,861.1064
2025-06-19 16:00:00,862.1025
2025-06-19 17:00:00,865.0647
2025-06-19 18:00:00,868.94354
2025-06-19 19:00:00,871.8597
2025-06-19 20:00:00,878.2217
2025-06-19 21:00:00,874.4334
2025-06-19 22:00:00,872.2665
2025-06-19 23:00:00,870.0628
2025-06-20 00:00:00,865.2284
2025-06-20 01:00:00,860.447
2025-06-20 02:00:00,856.6303
2025-06-20 03:00:00,852.7825
2025-06-20 04:00:00,853.93976
2025-06-20 05:00:00,856.1196
2025-06-20 06:00:00,858.0974
2025-06-20 07:00:00,862.31915
2025-06-20 08:00:00,864.28265
2025-06-20 09:00:00,863.87537
2025-06-20 10:00:00,862.8656
2025-06-20 11:00:00,862.8656
2025-06-20 12:00:00,861.2946
2025-06-20 13:00:00,861.1064
2025-06-20 14:00:00,861.1064
2025-06-20 15:00:00,861.1064
2025-06-20 16:00:00,862.1025
2025-06-20 17:00:00,865.0647
2025-06-20 18:00:00,868.94354
2025-06-20 19:00:00,871.8597
2025-06-20 20:00:00,878.2217
2025-06-20 21:00:00,874.4334
2025-06-20 22:00:00,872.2665
2025-06-20 23:00:00,870.0628
2025-06-21 00:00:00,865.21796
2025-06-21 01:00:00,860.4366
2025-06-21 02:00:00,856.6199
2025-06-21 03:00:00,852.77203
2025-06-21 04:00:00,853.9293
2025-06-21 05:00:00,856.1092
2025-06-21 06:00:00,858.087
2025-06-21 07:00:00,862.3087
2025-06-21 08:00:00,864.2722
2025-06-21 09:00:00,863.8649
2025-06-21 10:00:00,862.85516
2025-06-21 11:00:00,862.85516
2025-06-21 12:00:00,861.2946
2025-06-21 13:00:00,861.1064
2025-06-21 14:00:00,861.1064
2025-06-21 15:00:00,861.1064
2025-06-21 16:00:00,862.1025
2025-06-21 17:00:00,865.0647
2025-06-21 18:00:00,868.94354
2025-06-21 19:00:00,871.8597
2025-06-21 20:00:00,878.2217
2025-06-21 21:00:00,874.4334
2025-06-21 22:00:00,872.2665
2025-06-21 23:00:00,870.0628
2025-06-22 00:00:00,865.21796
2025-06-22 01:00:00,860.4366
2025-06-22 02:00:00,856.6199
2025-06-22 03:00:00,852.77203
2025-06-22 04:00:00,853.9293
2025-06-22 05:00:00,856.1092
2025-06-22 06:00:00,858.087
2025-06-22 07:00:00,862.3087
2025-06-22 08:00:00,864.2722
2025-06-22 09:00:00,863.8649
2025-06-22 10:00:00,862.85516
2025-06-22 11:00:00,862.85516
2025-06-22 12:00:00,861.2946
2025-06-22 13:00:00,861.1064
2025-06-22 14:00:00,861.1064
2025-06-22 15:00:00,861.1064
2025-06-22 16:00:00,862.1025
2025-06-22 17:00:00,865.0647
2025-06-22 18:00:00,868.94354
2025-06-22 19:00:00,871.8597
2025-06-22 20:00:00,878.2217
2025-06-22 21:00:00,874.4334
2025-06-22 22:00:00,872.2665
2025-06-22 23:00:00,870.0628
2025-06-23 00:00:00,865.21796
2025-06-23 01:00:00,860.4366
2025-06-23 02:00:00,856.6199
2025-06-23 03:00:00,852.77203
2025-06-23 04:00:00,853.9293
2025-06-23 05:00:00,856.1092
2025-06-23 06:00:00,858.087
2025-06-23 07:00:00,862.3087
2025-06-23 08:00:00,864.2722
2025-06-23 09:00:00,863.8649
2025-06-23 10:00:00,862.85516
2025-06-23 11:00:00,862.85516
2025-06-23 12:00:00,861.2946
2025-06-23 13:00:00,861.1064
2025-06-23 14:00:00,861.1064
2025-06-23 15:00:00,861.1064
2025-06-23 16:00:00,862.1025
2025-06-23 17:00:00,865.0647
2025-06-23 18:00:00,868.94354
2025-06-23 19:00:00,871.8597
2025-06-23 20:00:00,878.2217
2025-06-23 21:00:00,874.4334
2025-06-23 22:00:00,872.2665
2025-06-23 23:00:00,870.0628
2025-06-24 00:00:00,865.21796
2025-06-24 01:00:00,860.4366
2025-06-24 02:00:00,856.6199
2025-06-24 03:00:00,852.77203
2025-06-24 04:00:00,853.9293
2025-06-24 05:00:00,856.1092
2025-06-24 06:00:00,858.087
2025-06-24 07:00:00,862.3087
2025-06-24 08:00:00,864.2722
2025-06-24 09:00:00,863.8649
2025-06-24 10:00:00,862.85516
2025-06-24 11:00:00,862.85516
2025-06-24 12:00:00,861.2946
2025-06-24 13:00:00,861.1064
2025-06-24 14:00:00,861.1064
2025-06-24 15:00:00,861.1064
2025-06-24 16:00:00,862.1025
2025-06-24 17:00:00,865.0647
2025-06-24 18:00:00,868.94354
2025-06-24 19:00:00,871.8597
2025-06-24 20:00:00,878.2217
2025-06-24 21:00:00,874.4334
2025-06-24 22:00:00,872.2665
2025-06-24 23:00:00,870.0628
2025-06-25 00:00:00,865.21796
2025-06-25 01:00:00,860.4366
2025-06-25 02:00:00,856.6199
2025-06-25 03:00:00,852.77203
2025-06-25 04:00:00,853.9293
2025-06-25 05:00:00,856.1092
2025-06-25 06:00:00,858.087
2025-06-25 07:00:00,862.3087
2025-06-25 08:00:00,864.2722
2025-06-25 09:00:00,863.8649
2025-06-25 10:00:00,862.85516
2025-06-25 11:00:00,862.85516
2025-06-25 12:00:00,861.2946
2025-06-25 13:00:00,861.1064
2025-06-25 14:00:00,861.1064
2025-06-25 15:00:00,861.1064
2025-06-25 16:00:00,862.1025
2025-06-25 17:00:00,865.0647
2025-06-25 18:00:00,868.94354
2025-06-25 19:00:00,871.8597
2025-06-25 20:00:00,878.2217
2025-06-25 21:00:00,874.4334
2025-06-25 22:00:00,872.2665
2025-06-25 23:00:00,870.0628
2025-06-26 00:00:00,865.21796
2025-06-26 01:00:00,860.4366
2025-06-26 02:00:00,856.6199
2025-06-26 03:00:00,852.77203
2025-06-26 04:00:00,853.9293
2025-06-26 05:00:00,856.1092
2025-06-26 06:00:00,858.087
2025-06-26 07:00:00,862.3087
2025-06-26 08:00:00,864.2722
2025-06-26 09:00:00,863.8649
2025-06-26 10:00:00,862.85516
2025-06-26 11:00:00,862.85516
2025-06-26 12:00:00,861.2946
2025-06-26 13:00:00,861.1064
2025-06-26 14:00:00,861.1064
2025-06-26 15:00:00,861.1064
2025-06-26 16:00:00,862.1025
2025-06-26 17:00:00,865.0647
2025-06-26 18:00:00,868.94354
2025-06-26 19:00:00,871.8597
2025-06-26 20:00:00,878.2217
2025-06-26 21:00:00,874.4334
2025-06-26 22:00:00,872.2665
2025-06-26 23:00:00,870.0628
2025-06-27 00:00:00,865.21796
2025-06-27 01:00:00,860.4366
2025-06-27 02:00:00,856.6199
2025-06-27 03:00:00,852.77203
2025-06-27 04:00:00,853.9293
2025-06-27 05:00:00,856.1092
2025-06-27 06:00:00,858.087
2025-06-27 07:00:00,862.3087
2025-06-27 08:00:00,864.2722
2025-06-27 09:00:00,863.8649
2025-06-27 10:00:00,862.85516
2025-06-27 11:00:00,862.85516
2025-06-27 12:00:00,861.2946
2025-06-27 13:00:00,861.1064
2025-06-27 14:00:00,861.1064
2025-06-27 15:00:00,861.1064
2025-06-27 16:00:00,862.1025
2025-06-27 17:00:00,865.0647
2025-06-27 18:00:00,868.94354
2025-06-27 19:00:00,871.8597
2025-06-27 20:00:00,878.2217
2025-06-27 21:00:00,874.4334
2025-06-27 22:00:00,872.2665
2025-06-27 23:00:00,870.0628
2025-06-28 00:00:00,865.21796
2025-06-28 01:00:00,860.4366
2025-06-28 02:00:00,856.6199
2025-06-28 03:00:00,852.77203
2025-06-28 04:00:00,853.9293
2025-06-28 05:00:00,856.1092
2025-06-28 06:00:00,858.087
2025-06-28 07:00:00,862.3087
2025-06-28 08:00:00,864.2722
2025-06-28 09:00:00,863.8649
2025-06-28 10:00:00,862.85516
2025-06-28 11:00:00,862.85516
2025-06-28 12:00:00,861.2946
2025-06-28 13:00:00,861.1064
2025-06-28 14:00:00,861.1064
2025-06-28 15:00:00,861.1064
2025-06-28 16:00:00,862.1025
2025-06-28 17:00:00,865.0647
2025-06-28 18:00:00,868.94354
2025-06-28 19:00:00,871.8597
2025-06-28 20:00:00,878.2217
2025-06-28 21:00:00,874.4334
2025-06-28 22:00:00,872.2665
2025-06-28 23:00:00,870.0628
2025-06-29 00:00:00,865.21796
2025-06-29 01:00:00,860.4366
2025-06-29 02:00:00,856.6199
2025-06-29 03:00:00,852.77203
2025-06-29 04:00:00,853.9293
2025-06-29 05:00:00,856.1092
2025-06-29 06:00:00,858.087
2025-06-29 07:00:00,862.3087
2025-06-29 08:00:00,864.2722
2025-06-29 09:00:00,863.8649
2025-06-29 10:00:00,862.85516
2025-06-29 11:00:00,862.85516
2025-06-29 12:00:00,861.2946
2025-06-29 13:00:00,861.1064
2025-06-29 14:00:00,861.1064
2025-06-29 15:00:00,861.1064
2025-06-29 16:00:00,862.1025
2025-06-29 17:00:00,865.0647
2025-06-29 18:00:00,868.94354
2025-06-29 19:00:00,871.8597
2025-06-29 20:00:00,878.2217
2025-06-29 21:00:00,874.4334
2025-06-29 22:00:00,872.2665
2025-06-29 23:00:00,870.0628
2025-06-30 00:00:00,865.21796
2025-06-30 01:00:00,860.4366
2025-06-30 02:00:00,856.6199
2025-06-30 03:00:00,852.77203
2025-06-30 04:00:00,853.9293
2025-06-30 05:00:00,856.1092
2025-06-30 06:00:00,858.087
2025-06-30 07:00:00,862.3087
2025-06-30 08:00:00,864.2722
2025-06-30 09:00:00,863.8649
2025-06-30 10:00:00,862.85516
2025-06-30 11:00:00,862.85516
2025-06-30 12:00:00,861.2946
2025-06-30 13:00:00,861.1064
2025-06-30 14:00:00,861.1064
2025-06-30 15:00:00,861.1064
2025-06-30 16:00:00,862.1025
2025-06-30 17:00:00,865.0647
2025-06-30 18:00:00,868.94354
2025-06-30 19:00:00,871.8597
2025-06-30 20:00:00,878.2217
2025-06-30 21:00:00,874.4334
2025-06-30 22:00:00,872.2665
2025-06-30 23:00:00,870.0628
2025-07-01 00:00:00,866.0917
2025-07-01 01:00:00,865.26514
2025-07-01 02:00:00,861.15094
2025-07-01 03:00:00,861.07935
2025-07-01 04:00:00,858.2114
2025-07-01 05:00:00,860.13513
2025-07-01 06:00:00,862.1129
2025-07-01 07:00:00,866.21075
2025-07-01 08:00:00,868.2375
2025-07-01 09:00:00,867.8302
2025-07-01 10:00:00,866.82043
